"","ma_name","gov_law","gov_practice","country","x6_gender","x19_current_fish_catch","x49_enforcement_responsible","x54_food_availability","cluster_no"
"272","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"273","RESEX Soure","More top-down","True co-management","BRA","M","Declined a lot","National Government","OK","Ambivalent"
"274","Del Carmen","True co-management","More top-down","PHL","F","Declined a lot","National Government","OK","Supportive"
"275","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Resistant"
"276","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Resistant"
"277","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"278","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"279","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"280","General Luna","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"281","General Luna","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"282","Sebaste","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","Rather bad","Ambivalent"
"283","Sebaste","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","OK","Ambivalent"
"284","Sebaste","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Ambivalent"
"285","Kitti","More top-down","More top-down","FSM","M","Declined slightly","Fisheries Management Body","OK","Committed"
"286","San Benito","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"287","Santa Monica","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Supportive"
"288","General Luna","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"289","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"290","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"291","Dapa","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"292","Burgos","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","OK","Ambivalent"
"293","Guanaja","More top-down","More bottom-up","HND","M","Improved slightly","Subnational Government","Good","Ambivalent"
"294","Dapa","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","Rather bad","Ambivalent"
"295","Guanaja","More top-down","More bottom-up","HND","M","Declined a lot","Subnational Government","Rather bad","Ambivalent"
"296","San Benito","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Good","Resistant"
"297","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Rather bad","Committed"
"298","Zavora","True co-management","More bottom-up","MOZ","M","Improved slightly","Fisheries Management Body","Good","Resistant"
"299","RESEX São João da Ponta","More top-down","True co-management","BRA","M","Declined a lot","No enforcement system","OK","Ambivalent"
"300","Pandan","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","Good","Ambivalent"
"301","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"302","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Stayed the same","Subnational Government","Rather bad","Supportive"
"303","Memba","True co-management","More bottom-up","MOZ","M","Stayed the same","Other","Good","Committed"
"304","Libertad","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","Good","Committed"
"305","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","Good","Ambivalent"
"306","Mucocuene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"307","Sebaste","True co-management","More top-down","PHL","F","Declined slightly","National Government","OK","Ambivalent"
"308","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"309","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Rather bad","Supportive"
"310","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined a lot","No enforcement system","Good","Supportive"
"311","Pomene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Committed"
"312","San Francisco","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Committed"
"313","Libertad","True co-management","More top-down","PHL","M","Stayed the same","National Government","OK","Committed"
"314","Culasi","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Very good","Supportive"
"315","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","OK","Committed"
"316","Culasi","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","Rather bad","Committed"
"317","Machangulo","True co-management","True co-management","MOZ","F","Declined a lot","Fisheries Management Body","Rather bad","Committed"
"318","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"319","General Luna","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"320","Memba","True co-management","More bottom-up","MOZ","M","Stayed the same","Other","Rather bad","Committed"
"321","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"322","Culasi","True co-management","More top-down","PHL","F","Stayed the same","National Government","OK","Ambivalent"
"323","San Isidro","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"324","Tomia","More top-down","More bottom-up","IDN","M","Declined slightly","Subnational Government","OK","Committed"
"325","Machangulo","True co-management","True co-management","MOZ","M","Declined a lot","Fisheries Management Body","OK","Committed"
"326","Burgos","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"327","General Luna","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"328","Libertad","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"329","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined slightly","Subnational Government","Rather bad","Supportive"
"330","Teluk Kolono","More top-down","More top-down","IDN","M","Declined slightly","Fisheries Management Body","Good","Supportive"
"331","Burgos","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"332","Trujillo","More top-down","More top-down","HND","M","Declined slightly","No enforcement system","OK","Resistant"
"333","RESEX São João da Ponta","More top-down","True co-management","BRA","M","Declined slightly","National Government","OK","Resistant"
"334","Del Carmen","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"335","Culasi","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Ambivalent"
"336","Teluk Kolono","More top-down","More top-down","IDN","M","Declined slightly","Fisheries Management Body","OK","Committed"
"337","RESEX São João da Ponta","More top-down","True co-management","BRA","M","Stayed the same","National Government","OK","Ambivalent"
"338","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined slightly","National Government","Good","Committed"
"339","Dapa","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"340","Culasi","True co-management","More top-down","PHL","F","Declined slightly","National Government","Rather bad","Ambivalent"
"341","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"342","Culasi","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"343","Sebaste","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Supportive"
"344","General Luna","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"345","Farol","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Rather bad","Resistant"
"346","San Benito","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Supportive"
"347","Burgos","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
